DateTimePhoto;Code_exp;Code_lieu;Phone;TypeNetwork_Fixed;real_lat;real_lon;photo_lat;photo_lon;distance;angle
2019:09:29 11:00:07;N1E1;HGGA;Experimental;2G;47.04779167;6.874791667;47.048333;6.874444;65.72397482914397;336.365146337084
2019:09:29 11:43:26;N1E2;SGAF;Experimental;2G;47.05589444;6.879594444;47.041667;6.884722;1628.972669414795;166.20117579183466
2019:09:29 11:43:44;N1S2;SGAF;Standard;4G;47.05589444;6.879594444;47.055833;6.879444;13.315582172154132;239.059791277658
2019:09:29 11:55:44;N1E3;FAFO;Experimental;2G;47.05625;6.883172222;47.050833;6.876944;765.9007960321225;218.07546848554733
2019:09:29 11:59:08;N1S3;FAFO;Standard;4G;47.05625;6.883172222;47.056111;6.883333;19.69786382873179;141.7610726856584
2019:09:29 12:29:08;N1E4;JGAZ;Experimental;2G;47.05073611;6.886836111;47.041667;6.884722;1020.9477736629043;189.0264538747587
2019:09:29 12:33:55;N1S4;JGAZ;Standard;4G;47.05073611;6.886836111;47.050833;6.886667;16.767201257120625;310.0600590552603
2019:09:29 13:08:51;N1E5;ARVR;Experimental;2G;None;None;None;None;None;None
2019:09:29 13:12:39;N1S5;ARVR;Standard;4G;47.03736944;6.874911111;47.0375;6875.0;2125983.193554488;79.61223370215953
2019:09:29 13:54:47;N1E6;BOUD;Experimental;2G;47.02778333;6.887863889;47.029167;6.884444;302.06573536820684;300.69316354516485
2019:09:29 14:32:02;N1E7;FRBD;Experimental;2G;47.01961111;6.904538889;47.019444;6905.0;4311416.666699842;67.88723764514486
2019:09:29 14:54:38;N1E8;FFBO;Experimental;2G;None;None;None;None;None;None
2019:09:29 14:59:47;N1S8;FFBO;Standard;4G;47.01455556;6.908419444;47.014722;6.908333;19.63605081905738;340.50033248069514
2019:09:29 15:15:45;N1S9;CRFO;Standard;4G;47.01142222;6.906258333;47.011389;6.906389;10.600047124249551;110.44830941553818
2019:09:29 15:16:04;N1E9;CRFO;Experimental;2G;47.01142222;6.906258333;47.0125;6.903056;271.38478403643916;296.2722430155194
2019:09:29 15:41:27;N1E10;CRCH;Experimental;2G;None;None;None;None;None;None
2019:09:29 15:41:37;N1S10;CRCH;Standard;4G;47.007325;6.903783333;47.007222;6.903611;17.402937377441642;228.76597828763246
2019:09:29 16:26:06;N1E11;SPON;Experimental;2G;None;None;None;None;None;None
2019:09:29 16:26:18;N1S11;SPON;Standard;4G;46.99013056;6.908894444;46.990278;6.908889;16.39623136834032;358.55723379456987
2019:09:29 16:48:24;N1E12;GORG;Experimental;2G;46.98966944;6.911566667;46.991944;6.911111;255.2289951290172;352.21891826816295
2019:09:29 16:50:46;N1S12;GORG;Standard;4G;46.98966944;6.911566667;46.989722;6.911667;9.612262201057767;52.47676718259606
2019:10:16 10:16:28;N2E1;HGGA;Experimental;3G;None;None;None;None;None;None
2019:10:16 10:24:15;N2S1;HGGA;Standard;4G;47.04779167;6.874791667;47.048056;6.873889;74.62156574258186;293.25640217687146
2019:10:16 10:48:15;N2E2;SGAF;Experimental;3G;47.05589444;6.879594444;47.043333;6.875278;1434.4778121448387;193.17915602598438
2019:10:16 10:57:40;N2S2;SGAF;Standard;4G;47.05589444;6.879594444;47.055833;6.879444;13.315582172154132;239.059791277658
2019:10:16 11:06:37;N2E3;FAFO;Experimental;3G;47.05625;6.883172222;47.053611;6.881389;323.1559402381592;204.72034753870827
2019:10:16 11:13:29;N2S3;FAFO;Standard;4G;47.05625;6.883172222;47.056389;6.883333;19.697844438945403;38.238737012333274
2019:10:16 11:38:39;N2E4;JGAZ;Experimental;3G;47.05073611;6.886836111;47.044722;6.891944;773.0958913598568;149.9394980919369
2019:10:16 11:42:51;N2S4;JGAZ;Standard;4G;47.05073611;6.886836111;47.050833;6.886944;13.536183586278451;37.18744268142325
2019:10:16 12:18:09;N2E5;ARVR;Experimental;3G;47.03736944;6.874911111;47.037778;6.875278;53.29678701242329;31.466799867687598
2019:10:16 12:20:37;N2S5;ARVR;Standard;4G;47.03736944;6.874911111;47.037222;6875.0;2125988.7660955735;79.61307089301556
2019:10:16 13:07:42;N2E6;BOUD;Experimental;3G;47.02778333;6.887863889;47.027778;6.887778;6.5558201904511275;264.79816347034
2019:10:16 13:10:11;N2S6;BOUD;Standard;4G;47.02778333;6.887863889;47.027778;6.888056;14.615635079894677;92.33070576508396
2019:10:16 13:44:20;N2E7;FRBD;Experimental;3G;47.01961111;6.904538889;47.017222;6.905833;283.23891884875917;159.7307818275192
2019:10:16 13:46:53;N2S7;FRBD;Standard;4G;47.01961111;6.904538889;47.019722;6.904444;14.28352864261159;329.7418686242984
2019:10:16 14:10:23;N2E8;FFBO;Experimental;3G;47.01455556;6.908419444;47.017222;6.905833;355.7318407695113;326.52265003344775
2019:10:16 14:13:15;N2S8;FFBO;Standard;4G;47.01455556;6.908419444;47.014444;6.908333;14.036295716392507;207.84813448437234
2019:10:16 14:31:26;N2E9;CRFO;Experimental;3G;47.01142222;6.906258333;47.012222;6.903333;239.55163708101605;291.85019829074344
2019:10:16 14:37:28;N2S9;CRFO;Standard;4G;47.01142222;6.906258333;47.011389;6.906389;10.600047124249551;110.44830941553818
2019:10:16 14:49:43;N2E10;CRCH;Experimental;3G;47.007325;6.903783333;47.012222;6.903333;545.4805025473579;356.4120862911144
2019:10:16 14:52:19;N2S10;CRCH;Standard;4G;47.007325;6.903783333;47.0075;6.903889;21.049067299778503;22.378948271829643
2019:10:16 15:28:40;N2E11;SPON;Experimental;3G;46.99013056;6.908894444;46.990278;6.911111;169.4080049789133;84.42957250830676
2019:10:16 15:32:04;N2S11;SPON;Standard;4G;46.99013056;6.908894444;46.99;6.908889;14.520346472590983;181.62921400778689
2019:10:16 15:47:11;N2E12;GORG;Experimental;3G;46.98966944;6.911566667;46.990278;6.911111;76.01688624890927;332.94446068725114
2019:10:16 15:50:29;N2S12;GORG;Standard;4G;46.98966944;6.911566667;46.989722;6.911667;9.612262201057767;52.47676718259606
2019:10:20 10:51:31;N3S1;HGGA;Standard;4G;47.04779167;6.874791667;47.0475;6.873611;95.3967616708006;250.072289588272
2019:10:20 10:55:07;N3E1;HGGA;Experimental;4G;47.04779167;6.874791667;47.045833;6.882778;644.7597990575179;109.79212147308596
2019:10:20 11:28:43;N3E2;SGAF;Experimental;4G;47.05589444;6.879594444;47.046667;6.883889;1076.4809125273143;162.404343737286
2019:10:20 11:31:37;N3S2;SGAF;Standard;4G;47.05589444;6.879594444;47.045278;6.874167;1250.2245737853964;199.20663748457494
2019:10:20 11:47:41;N3E3;FAFO;Experimental;4G;47.05625;6.883172222;47.053333;6.8825;328.2858253599181;188.9231346512254
2019:10:20 11:50:55;N3S3;FAFO;Standard;4G;47.05625;6.883172222;47.0525;6.883056;416.98814248427794;181.2096824398696
2019:10:20 12:17:35;N3E4;JGAZ;Experimental;4G;47.05073611;6.886836111;47.068611;6.951944;5330.580344334245;68.02641822742925
2019:10:20 12:18:23;N3S4;JGAZ;Standard;4G;47.05073611;6.886836111;47055.0;6.887222;nan;180.00021309506326
2019:10:20 12:58:19;N3E5;ARVR;Experimental;4G;47.03736944;6.874911111;47.036389;6.876667;172.30878787162334;129.3269676196445
2019:10:20 13:01:24;N3S5;ARVR;Standard;4G;47.03736944;6.874911111;47.0375;6875.0;2125983.193554488;79.61223370215953
2019:10:20 13:35:25;N3E6;BOUD;Experimental;4G;47.02778333;6.887863889;47.021944;6.890278;674.6088181403969;164.26009678899993
2019:10:20 14:09:02;N3E7;FRBD;Experimental;4G;47.01961111;6.904538889;47.022778;6.890833;1099.8732009518822;288.7282663107476
2019:10:20 14:12:25;N3S7;FRBD;Standard;4G;47.01961111;6.904538889;47.020556;6.896389;628.4567638389296;279.65452811250697
2019:10:20 14:36:08;N3E8;FFBO;Experimental;4G;47.01455556;6.908419444;47.018333;6905.0;4311401.422742791;67.8846248651775
2019:10:20 14:38:50;N3S8;FFBO;Standard;4G;47.01455556;6.908419444;47.016944;6.903611;451.8515170929729;306.0766629061336
2019:10:20 14:55:39;N3E9;CRFO;Experimental;4G;47.01142222;6.906258333;47.010278;6.903611;238.1270928777532;237.63124740224163
2019:10:20 14:58:26;N3S9;CRFO;Standard;4G;47.01142222;6.906258333;47.011389;6.902778;264.66963339182684;269.1992579107691
2019:10:20 15:14:53;N3E10;CRCH;Experimental;4G;47.007325;6.903783333;47.010278;6.903611;328.54946073257173;357.7212414402777
2019:10:20 15:16:41;N3S10;CRCH;Standard;4G;None;None;None;None;None;None
2019:10:20 15:53:23;N3E11;SPON;Experimental;4G;46.99013056;6.908894444;46.991389;6.911944;270.89812211256566;58.82599270790388
2019:10:20 16:03:39;N3S11;SPON;Standard;4G;46.99013056;6.908894444;46.99;6.908889;14.520346472590983;181.62921400778689
2019:10:20 16:17:13;N3E12;GORG;Experimental;4G;46.98966944;6.911566667;46.991389;6.911944;193.30753029580836;8.512772480287708
2019:10:20 16:27:44;N3S12;GORG;Standard;4G;46.98966944;6.911566667;46.989722;6.912222;50.19285702112479;83.29382367066353
2019:10:22 09:05:24;N4E1;GANE;Experimental;2G;None;None;None;None;None;None
2019:10:22 09:27:24;N4E2;EGAD;Experimental;2G;46.99444444;6.935377778;46.993611;6.937222;168.1166341265839;123.52643449722126
2019:10:22 09:59:22;N4E3;PORT;Experimental;2G;46.98968889;6.936086111;46.993333;6.936667;407.52083632294165;6.205245857609896
2019:10:22 10:03:25;N4S3;PORT;Standard;4G;46.98968889;6.936086111;46.990833;6.934167;193.62257554918182;311.15375305122365
2019:10:22 10:25:35;N4E4;MOCH;Experimental;2G;46.99176944;6.928591667;46.994167;6.927222;286.1769782957985;338.71162062999673
2019:10:22 10:28:18;N4S4;MOCH;Standard;4G;46.99176944;6.928591667;46.991667;6.928611;11.482885116769523;172.66463952979484
2019:10:22 10:39:37;N4E5;ESCH;Experimental;2G;46.99189;6.92735;46.989167;6.924444;374.83936506170596;216.05423028744408
2019:10:22 10:42:22;N4S5;ESCH;Standard;4G;46.99189;6.92735;46.991667;6.9275;27.290809153817957;155.35363118579357
2019:10:22 11:15:21;N4E6;BELV;Experimental;2G;46.99817222;6.926916667;46.999167;6.924167;236.57394362472672;297.9451761304029
2019:10:22 11:18:06;N4S6;BELV;Standard;4G;46.99817222;6.926916667;46.995833;6.927778;268.17811379344636;165.90223798723503
2019:10:25 14:06:05;N5E1;GANE;Experimental;3G;46.99615278;6.935441667;46.995278;6.931111;343.4553906026968;253.5044193756902
2019:10:25 14:10:19;N5S1;GANE;Standard;4G;46.99615278;6.935441667;46.996667;6.936111;76.54950502121913;41.59781123282363
2019:10:25 14:27:42;N5E2;EGAD;Experimental;3G;46.99444444;6.935377778;46.994167;6.938056;206.0381298383664;98.63495220690248
2019:10:25 14:31:36;N5S2;EGAD;Standard;4G;None;None;None;None;None;None
2019:10:25 14:50:02;N5E3;PORT;Experimental;3G;46.98968889;6.936086111;46.991944;6.933333;326.6664660226591;320.215210336832
2019:10:25 14:50:12;N5S3;PORT;Standard;4G;46.98968889;6.936086111;46.989722;6.936111;4.139250565772252;27.14698742050473
2019:10:25 15:18:55;N5E4;MOCH;Experimental;3G;46.99176944;6.928591667;46.991389;6.927778;74.96417625665862;235.57087554356235
2019:10:25 15:19:04;N5S4;MOCH;Standard;4G;None;None;None;None;None;None
2019:10:25 15:33:08;N5E5;ESCH;Experimental;3G;46.99189;6.92735;46.994444;6.927222;284.096878178636;358.0421874415455
2019:10:25 15:36:15;N5S5;ESCH;Standard;4G;46.99189;6.92735;46.991944;6.926944;31.461444770101696;281.03396319234207
2019:10:25 16:04:31;N5E6;BELV;Experimental;3G;46.99817222;6.926916667;46.998611;6.921944;381.3451706281434;277.3736922152108
2019:10:25 16:04:41;N5S6;BELV;Standard;4G;46.99817222;6.926916667;46.995833;6.928889;300.22052603607546;150.0975821862046
2019:10:30 12:41:35;N6E1;GANE;Experimental;4G;46.99615278;6.935441667;46.996389;6.934444;80.2993429115496;289.14481951101163
2019:10:30 12:43:48;N6S1;GANE;Standard;4G;46.99615278;6.935441667;46.996667;6935.0;6311530.629184518;54.738709296516674
2019:10:30 13:28:16;N6E2;EGAD;Experimental;4G;46.99444444;6.935377778;46.993056;6.934722;162.2137447952589;197.85680505985619
2019:10:30 13:37:30;N6S2;EGAD;Standard;4G;46.99444444;6.935377778;46.994167;6.935556;33.69089644556332;156.3393524169128
2019:10:30 13:50:38;N6E3;PORT;Experimental;4G;46.98968889;6.936086111;46.9925;6.934722;329.28977453898113;341.68597153074654
2019:10:30 13:50:48;N6S3;PORT;Standard;4G;46.98968889;6.936086111;46.989444;6.936111;27.29033356590989;176.0341725619295
2019:10:30 14:27:17;N6E4;MOCH;Experimental;4G;46.99176944;6.928591667;46.991111;6.928056;83.77624674631873;209.02703364924008
2019:10:30 14:28:16;N6S4;MOCH;Standard;4G;46.99176944;6.928591667;46.991667;6.928611;11.482885116769523;172.66463952979484
2019:10:30 14:40:45;N6E5;ESCH;Experimental;4G;46.99189;6.92735;46995.0;6.926667;nan;0.0012452402971234733
2019:10:30 14:43:56;N6S5;ESCH;Standard;4G;None;None;None;None;None;None
2019:11:05 11:16:13;N7E1;GALO;Experimental;2G;None;None;None;None;None;None
2019:11:05 11:20:08;N7S1;GALO;Standard;4G;47.05758611;6.746161111;47.0575;6.746667;39.608817387404955;104.02808939194745
2019:11:05 11:45:04;N7E2;BCEC;Experimental;2G;47.0621;6.745227778;47.056111;6.746667;674.7274343901906;170.70204159975935
2019:11:05 11:49:25;N7S2;BCEC;Standard;4G;None;None;None;None;None;None
2019:11:05 12:12:44;N7E3;SAAB;Experimental;2G;47.07007778;6.751058333;47.056111;6.746667;1588.1471693017384;192.09033215190476
2019:11:05 12:12:53;N7S3;SAAB;Standard;4G;None;None;None;None;None;None
2019:11:05 12:33:46;N7E4;CCHP;Experimental;2G;47.07184722;6.749775;47.056111;6.746667;1765.288362161582;187.66355782235198
2019:11:05 12:33:55;N7S4;CCHP;Standard;4G;None;None;None;None;None;None
2019:11:05 13:04:01;N7E5;FERM;Experimental;2G;None;None;None;None;None;None
2019:11:05 13:07:59;N7S5a;FERM;Standard;4G;None;None;None;None;None;None
2019:11:05 13:15:14;N7S5b;FERM;Standard;4G;None;None;None;None;None;None
2019:11:05 13:26:20;N7S6a;ESCA;Standard;4G;47.08454722;6.754902778;47.084722;6.754722;23.790715246342806;324.84361840189024
2019:11:05 13:26:41;N7E6;ESCA;Experimental;2G;None;None;None;None;None;None
2019:11:05 13:49:20;N7S6b;ESCA;Standard;4G;47.08454722;6.754902778;47.084444;6.754722;17.892084520282786;230.01895290972533
2019:11:05 15:23:57;N7E7;MAIL;Experimental;2G;None;None;None;None;None;None
2019:11:05 15:29:33;N7S7;MAIL;Standard;4G;47.10309167;6.786602778;47.103056;6.786667;6.284246144511845;129.2134608882954
2019:11:05 16:06:17;N7E8;VREV;Experimental;2G;None;None;None;None;None;None
2019:11:05 16:06:36;N7S8;VREV;Standard;4G;47.10425;6.803947222;47.161944;6.930278;11532.527288042313;56.07989394016238
2019:11:05 16:47:07;N7E9;CRET;Experimental;2G;47.10624444;6.812616667;47.106389;6.827222;1108.7342585271763;89.16152302622322
2019:11:05 16:48:22;N7S9;CRET;Standard;4G;None;None;None;None;None;None
2019:11:05 17:26:28;N7E10;GACH;Experimental;2G;47.09890278;6.825008333;47.098333;6.823333;142.08573889674952;243.4537265095027
2019:11:05 17:27:22;N7S10;GACH;Standard;4G;47.09890278;6.825008333;47.099167;6.824722;36.542252134232044;323.5837280076585
2019:11:24 11:14:56;N8E1;GALO;Experimental;3G;47.05758611;6.746161111;47.056111;6.746111;164.03504347749015;181.32580778057002
2019:11:24 11:18:58;N8S1;GALO;Standard;4G;None;None;None;None;None;None
2019:11:24 11:42:27;N8E2;BCEC;Experimental;3G;47.0621;6.745227778;47.0575;6.751944;722.4019560758975;135.1516363033188
2019:11:24 11:46:21;N8S2;BCEC;Standard;4G;47.0621;6.745227778;47.052222;6.749444;1143.9218310249146;163.78479418067695
2019:11:24 12:13:28;N8S3;SAAB;Standard;4G;None;None;None;None;None;None
2019:11:24 12:13:38;N8E3;SAAB;Experimental;3G;47.07007778;6.751058333;47.052778;6.747778;1939.3296995266026;187.36132895400922
2019:11:24 12:35:32;N8E4;CCHP;Experimental;3G;47.07184722;6.749775;47.052778;6.747778;2125.3856503061334;184.08118925020818
2019:11:24 12:35:44;N8S4;CCHP;Standard;4G;None;None;None;None;None;None
2019:11:24 13:05:43;N8E5;FERM;Experimental;3G;47.08025;6.75442;47.125278;7035.0;9535919.538824966;354.3829388846571
2019:11:24 13:05:55;N8S5;FERM;Standard;4G;None;None;None;None;None;None
2019:11:24 13:27:44;N8S6;ESCA;Standard;4G;47.08454722;6.754902778;47.080278;6.754444;475.8965957074907;184.18536382926723
2019:11:24 13:28:03;N8E6;ESCA;Experimental;3G;None;None;None;None;None;None
2019:11:24 14:29:43;N8E7;CHOU;Experimental;3G;None;None;None;None;None;None
2019:11:24 14:30:53;N8S7;CHOU;Standard;4G;None;None;None;None;None;None
2019:11:24 15:49:54;N8E8;MAIL;Experimental;3G;None;None;None;None;None;None
2019:11:24 15:50:07;N8S8;MAIL;Standard;4G;None;None;None;None;None;None
2019:11:24 16:26:23;N8S9;VREV;Standard;4G;47.10425;6.803947222;47.161667;6.930278;11515.449102429384;56.20745331330488
2019:11:24 16:26:37;N8E9;VREV;Experimental;3G;47.10425;6.803947222;47.281667;7.052222;27258.720759901407;43.46807175152571
2019:11:24 16:51:49;N8E10;CRET;Experimental;3G;47.10624444;6.812616667;47.106389;6.828056;1172.0327353831026;89.20621543377553
2019:11:24 16:53:42;N8S10;CRET;Standard;4G;None;None;None;None;None;None
2019:11:24 17:33:44;N8E11;GACH;Experimental;3G;47.09890278;6.825008333;47.098889;6.824444;42.8690298759454;267.9458674171938
2019:11:24 17:35:10;N8S11;GACH;Standard;4G;47.09890278;6.825008333;47.099167;6.825278;35.80409512533903;34.79019093942469
2019:11:26 10:43:30;N9E1;GALO;Experimental;4G;None;None;None;None;None;None
2019:11:26 10:46:58;N9S1;GALO;Standard;4G;47.05758611;6.746161111;47.057222;6.746667;55.81897988914168;136.5730028690959
2019:11:26 11:12:26;N9E2;BCEC;Experimental;4G;47.0621;6.745227778;47.051389;6.749167;1227.7975727243863;165.93242130946464
2019:11:26 11:12:39;N9S2;BCEC;Standard;4G;47.0621;6.745227778;47.061667;6.745833;66.56693825034407;136.40381949454513
2019:11:26 11:41:40;N9S3;SAAB;Standard;4G;None;None;None;None;None;None
2019:11:26 11:41:55;N9E3;SAAB;Experimental;4G;47.07007778;6.751058333;47.074167;6.757222;652.5604499365863;45.749322019952274
2019:11:26 12:08:45;N9S4;CCHP;Standard;4G;None;None;None;None;None;None
2019:11:26 12:08:57;N9E4;CCHP;Experimental;4G;47.07184722;6.749775;47.058611;6745.0;7114582.709077439;311.98181098984395
2019:11:26 12:43:24;N9E5;FERM;Experimental;4G;None;None;None;None;None;None
2019:11:26 12:43:40;N9S5;FERM;Standard;4G;47.08025;6.75442;47.08;6.754167;33.78772745704097;214.57263104843966
2019:11:26 13:48:50;N9S6;CHOU;Standard;4G;47.09497778;6.755838889;47095.0;6.756111;nan;179.99987588620422
2019:11:26 13:49:11;N9E6;CHOU;Experimental;4G;None;None;None;None;None;None
2019:11:26 14:57:18;N9S7;MAIL;Standard;4G;None;None;None;None;None;None
2019:11:26 14:57:32;N9E7;MAIL;Experimental;4G;None;None;None;None;None;None
2019:11:26 15:33:59;N9E8;VREV;Experimental;4G;47.10425;6.803947222;47.280556;7.049444;27024.254849355584;43.32719356193087
2019:11:26 15:34:15;N9S8;VREV;Standard;4G;47.10425;6.803947222;47.103889;6.803889;40.37601436795496;186.2647586705797
2019:11:26 16:02:09;N9E9;CRET;Experimental;4G;47.10624444;6.812616667;47.106389;6.828056;1172.0327353831026;89.20621543377553
